OBJECTID,AQI,Category,ResponsiblePollutant,PollenCount,PollenType,PollenDescription,ReportDateTime
3958,26,Good,PM2.5,,,Not on file,2011/11/08 06:00:00+00
3959,23,Good,PM2.5,,,Not on file,2011/11/07 06:00:00+00
3960,44,Good,PM2.5,,,Not on file,2011/11/06 05:00:00+00
3961,33,Good,PM2.5,,,Not on file,2011/11/05 05:00:00+00
3962,20,Good,PM2.5,,,Not on file,2011/11/04 05:00:00+00
3963,32,Good,PM2.5,,,Not on file,2011/11/03 05:00:00+00
3964,32,Good,PM2.5,,,Not on file,2011/11/02 05:00:00+00
3965,31,Good,PM2.5,,,Not on file,2011/11/01 05:00:00+00
3966,39,Good,PM2.5,1,Ragweed,Slight,2011/10/31 05:00:00+00
3967,32,Good,Ozone 8-hr,,,Not on file,2011/10/30 05:00:00+00
3968,20,Good,Ozone 8-hr,,,Not on file,2011/10/29 05:00:00+00
3969,39,Good,Ozone 8-hr,1,Ragweed,Slight,2011/10/28 05:00:00+00
3970,47,Good,Ozone 8-hr,1,Ragweed,Slight,2011/10/27 05:00:00+00
3971,40,Good,Ozone 8-hr,1,Ragweed,Slight,2011/10/26 05:00:00+00
3972,39,Good,Ozone 8-hr,1,Ragweed,Slight,2011/10/25 05:00:00+00
3973,47,Good,PM2.5,1,Ragweed,Slight,2011/10/24 05:00:00+00
3974,40,Good,PM2.5,,,Not on file,2011/10/23 05:00:00+00
3975,24,Good,Ozone 8-hr,,,Not on file,2011/10/22 05:00:00+00
3976,17,Good,Ozone 8-hr,1,Grass, Ragweed,2011/10/21 05:00:00+00
3977,17,Good,Ozone 8-hr,1,Grass, Ragweed,2011/10/20 05:00:00+00
3978,32,Good,Ozone 8-hr,5,Grass, Ragweed,2011/10/19 05:00:00+00
3979,42,Good,Ozone 8-hr,2,Grass, Ragweed,2011/10/18 05:00:00+00
3980,43,Good,Ozone 8-hr,3,Grass, Ragweed,2011/10/17 05:00:00+00
3981,33,Good,Ozone 8-hr,,,Not on file,2011/10/16 05:00:00+00
3982,34,Good,Ozone 8-hr,,,Not on file,2011/10/15 05:00:00+00
3983,25,Good,Ozone 8-hr,6,Grass, Ragweed,2011/10/14 05:00:00+00
3984,25,Good,Ozone 8-hr,2,Grass, Ragweed,2011/10/13 05:00:00+00
3985,28,Good,Ozone 8-hr,5,Grass, Ragweed,2011/10/12 05:00:00+00
3986,36,Good,Ozone 8-hr,5,Grass, Ragweed,2011/10/11 05:00:00+00
3987,36,Good,Ozone 8-hr,4,Grass, Ragweed,2011/10/10 05:00:00+00
3988,37,Good,Ozone 8-hr,4,Grass, Ragweed,2011/10/10 05:00:00+00
3989,42,Good,Ozone 8-hr,,,Not on file,2011/10/09 05:00:00+00
3990,47,Good,Ozone 8-hr,,,Not on file,2011/10/08 05:00:00+00
3991,47,Good,Ozone 8-hr,2,Grass, Ragweed,2011/10/07 05:00:00+00
3992,39,Good,Ozone 8-hr,4,Grass, Ragweed,2011/10/06 05:00:00+00
3993,45,Good,Ozone 8-hr,4,Grass, Ragweed,2011/10/05 05:00:00+00
3994,33,Good,Ozone 8-hr,6,Grass, Ragweed,2011/10/04 05:00:00+00
3995,29,Good,Ozone 8-hr,10,Grass, Ragweed,2011/10/03 05:00:00+00
3996,27,Good,Ozone 8-hr,,,Not on file,2011/10/02 05:00:00+00
3997,27,Good,Ozone 8-hr,,,Not on file,2011/10/01 05:00:00+00
3998,38,Good,Ozone 8-hr,10,Grass, Ragweed,2011/09/30 05:00:00+00
3999,36,Good,PM2.5,9,Grass, Ragweed,2011/09/29 05:00:00+00
4000,39,Good,Ozone 8-hr,13,Grass, Ragweed,2011/09/28 05:00:00+00
4001,33,Good,PM2.5,1,Alder, Elm,2017/02/15 06:00:00+00
4002,19,Good,PM2.5,4,Alder, Elm,2017/02/14 06:00:00+00
4003,44,Good,PM2.5,5,Alder, Elm,2017/02/13 06:00:00+00
4004,54,Moderate,PM2.5,6,Alder, Elm,2017/02/12 06:00:00+00
4005,23,Good,PM2.5,6,Alder, Elm,2017/02/11 06:00:00+00
4006,30,Good,PM2.5,5,Alder, Elm,2017/02/10 06:00:00+00
4007,47,Good,PM2.5,,,Not on file,2017/02/09 06:00:00+00
4008,32,Good,PM2.5,,,Not on file,2017/02/08 06:00:00+00
4009,46,Good,PM2.5,,,Not on file,2017/02/07 06:00:00+00
4010,50,Good,PM2.5,,,Not on file,2017/02/06 06:00:00+00
4011,25,Good,PM2.5,,,Not on file,2017/02/05 06:00:00+00
4012,29,Good,PM2.5,,,Not on file,2017/02/04 06:00:00+00
4013,21,Good,PM2.5,,,Not on file,2017/02/03 06:00:00+00
4014,37,Good,PM2.5,,,Not on file,2017/02/02 06:00:00+00
4015,35,Good,PM2.5,,,Not on file,2017/02/01 06:00:00+00
4016,23,Good,PM2.5,,,Not on file,2017/01/31 06:00:00+00
4017,26,Good,PM2.5,,,Not on file,2017/01/30 06:00:00+00
4018,16,Good,PM2.5,,,Not on file,2017/01/29 06:00:00+00
4019,13,Good,PM2.5,,,Not on file,2017/01/28 06:00:00+00
4020,26,Good,PM2.5,,,Not on file,2017/01/27 06:00:00+00
4021,38,Good,PM2.5,,,Not on file,2017/01/26 06:00:00+00
4022,38,Good,PM2.5,,,Not on file,2017/01/26 06:00:00+00
4023,33,Good,PM2.5,,,Not on file,2017/01/25 06:00:00+00
4024,42,Good,PM2.5,,,Not on file,2017/01/24 06:00:00+00
4025,25,Good,PM2.5,,,Not on file,2017/01/23 06:00:00+00
4026,30,Good,PM2.5,,,Not on file,2017/01/22 06:00:00+00
4027,27,Good,PM2.5,,,Not on file,2017/01/21 06:00:00+00
4028,33,Good,PM2.5,,,Not on file,2017/01/20 06:00:00+00
4029,30,Good,PM2.5,,,Not on file,2017/01/19 06:00:00+00
4030,26,Good,PM2.5,,,Not on file,2017/01/18 06:00:00+00
4031,34,Good,PM2.5,,,Not on file,2017/01/17 06:00:00+00
4032,36,Good,PM2.5,,,Not on file,2017/01/16 06:00:00+00
4033,27,Good,PM2.5,,,Not on file,2017/01/15 06:00:00+00
4034,23,Good,PM2.5,,,Not on file,2017/01/14 06:00:00+00
4035,33,Good,PM2.5,,,Not on file,2017/01/13 06:00:00+00
4036,30,Good,PM2.5,,,Not on file,2017/01/12 06:00:00+00
4037,32,Good,PM2.5,,,Not on file,2017/01/11 06:00:00+00
4038,28,Good,PM2.5,,,Not on file,2017/01/10 06:00:00+00
4039,40,Good,PM2.5,,,Not on file,2017/01/09 06:00:00+00
4040,42,Good,PM2.5,,,Not on file,2017/01/08 06:00:00+00
4041,39,Good,PM2.5,,,Not on file,2017/01/07 06:00:00+00
4042,25,Good,PM2.5,,,Not on file,2017/01/06 06:00:00+00
4043,19,Good,PM2.5,,,Not on file,2017/01/05 06:00:00+00
4044,19,Good,PM2.5,,,Not on file,2017/01/04 06:00:00+00
4045,18,Good,PM2.5,,,Not on file,2017/01/03 06:00:00+00
4046,27,Good,PM2.5,,,Not on file,2017/01/02 06:00:00+00
4047,29,Good,PM2.5,,,Not on file,2017/01/01 06:00:00+00
4048,17,Good,PM2.5,,,Not on file,2016/12/31 06:00:00+00
4049,24,Good,PM2.5,,,Not on file,2016/12/30 06:00:00+00
4050,30,Good,PM2.5,,,Not on file,2016/12/29 06:00:00+00
4051,22,Good,PM2.5,,,Not on file,2016/12/28 06:00:00+00
4052,37,Good,PM2.5,,,Not on file,2016/12/27 06:00:00+00
4053,41,Good,PM2.5,,,Not on file,2016/12/26 06:00:00+00
4054,45,Good,PM2.5,,,Not on file,2016/12/25 06:00:00+00
4055,36,Good,PM2.5,,,Not on file,2016/12/24 06:00:00+00
4056,44,Good,PM2.5,,,Not on file,2016/12/23 06:00:00+00
4057,42,Good,PM2.5,,,Not on file,2016/12/22 06:00:00+00
4058,37,Good,PM2.5,,,Not on file,2016/12/21 06:00:00+00
4059,40,Good,PM2.5,,,Not on file,2016/12/20 06:00:00+00
4060,40,Good,PM2.5,,,Not on file,2016/12/19 06:00:00+00
4061,38,Good,PM2.5,,,Not on file,2016/12/18 06:00:00+00
4062,26,Good,PM2.5,,,Not on file,2016/12/17 06:00:00+00
4063,23,Good,PM2.5,,,Not on file,2016/12/16 06:00:00+00
4064,44,Good,PM2.5,,,Not on file,2016/12/15 06:00:00+00
4065,50,Good,PM2.5,,,Not on file,2016/12/14 06:00:00+00
4066,40,Good,PM2.5,,,Not on file,2016/12/13 06:00:00+00
4067,44,Good,PM2.5,,,Not on file,2016/12/12 06:00:00+00
4068,56,Moderate,PM2.5,,,Not on file,2016/12/11 06:00:00+00
4069,37,Good,PM2.5,,,Not on file,2016/12/10 06:00:00+00
4070,26,Good,PM2.5,,,Not on file,2016/12/09 06:00:00+00
4071,40,Good,PM2.5,,,Not on file,2016/12/08 06:00:00+00
4072,29,Good,PM2.5,,,Not on file,2016/12/07 06:00:00+00
4073,19,Good,PM2.5,,,Not on file,2016/12/06 06:00:00+00
4074,23,Good,PM2.5,,,Not on file,2016/12/05 06:00:00+00
4075,37,Good,PM2.5,,,Not on file,2016/12/04 06:00:00+00
4076,42,Good,PM2.5,,,Not on file,2016/12/03 06:00:00+00
4077,28,Good,PM2.5,,,Not on file,2016/12/02 06:00:00+00
4078,23,Good,PM2.5,,,Not on file,2016/12/01 06:00:00+00
4079,28,Good,PM2.5,,,Not on file,2016/11/30 06:00:00+00
4080,37,Good,PM2.5,,,Not on file,2016/11/29 06:00:00+00
4081,45,Good,PM2.5,,,Not on file,2016/11/28 06:00:00+00
4082,52,Moderate,PM2.5,,,Not on file,2016/11/27 06:00:00+00
4083,40,Good,PM2.5,,,Not on file,2016/11/26 06:00:00+00
4084,40,Good,PM2.5,,,Not on file,2016/11/25 06:00:00+00
4085,,Not on file,,,,Not on file,2016/11/25 06:00:00+00
4086,54,Moderate,PM2.5,,,Not on file,2016/11/24 06:00:00+00
4087,33,Good,PM2.5,,,Not on file,2016/11/23 06:00:00+00
4088,31,Good,PM2.5,,,Not on file,2016/11/22 06:00:00+00
4089,28,Good,PM2.5,,,Not on file,2016/11/21 06:00:00+00
4090,17,Good,PM2.5,,,Not on file,2016/11/20 06:00:00+00
4091,40,Good,PM2.5,,,Not on file,2016/11/19 06:00:00+00
4092,47,Good,PM2.5,,,Not on file,2016/11/18 06:00:00+00
4093,57,Moderate,PM2.5,,,Not on file,2016/11/17 06:00:00+00
4094,68,Moderate,PM2.5,,,Not on file,2016/11/16 06:00:00+00
4095,97,Moderate,PM2.5,,,Not on file,2016/11/15 06:00:00+00
4096,110,Unhealthy for Sensitive Groups,PM2.5,,,Not on file,2016/11/14 06:00:00+00
4097,27,Good,PM2.5,,,Not on file,2016/11/13 06:00:00+00
4098,49,Good,PM2.5,,,Not on file,2016/11/12 06:00:00+00
4099,42,Good,PM2.5,,,Not on file,2016/11/11 06:00:00+00
4100,35,Good,PM2.5,,,Not on file,2016/11/10 06:00:00+00
4101,48,Good,PM2.5,,,Not on file,2016/11/09 06:00:00+00
4102,61,Moderate,PM2.5,1,Ragweed,Slight,2016/11/08 06:00:00+00
4103,64,Moderate,PM2.5,1,Ragweed,Slight,2016/11/07 06:00:00+00
4104,48,Good,PM2.5,,Ragweed,Not on file,2016/11/06 05:00:00+00
4105,28,Good,PM2.5,,Ragweed,Not on file,2016/11/05 05:00:00+00
4106,51,Moderate,PM2.5,2,Ragweed,Slight,2016/11/04 05:00:00+00
4107,64,Moderate,PM2.5,2,Ragweed,Slight,2016/11/03 05:00:00+00
4108,55,Moderate,PM2.5,2,Ragweed,Slight,2016/11/02 05:00:00+00
4109,55,Moderate,PM2.5,2,Ragweed,Slight,2016/11/01 05:00:00+00
4110,58,Moderate,PM2.5,1,Ragweed,Slight,2016/10/31 05:00:00+00
4111,64,Moderate,PM2.5,,Ragweed,Not on file,2016/10/30 05:00:00+00
4112,46,Good,PM2.5,,Ragweed,Not on file,2016/10/29 05:00:00+00
4113,44,Good,Ozone 8-hr,1,Ragweed,Slight,2016/10/28 05:00:00+00
4114,64,Moderate,Ozone 8-hr,3,Ragweed,Slight,2016/10/27 05:00:00+00
4115,40,Good,Ozone 8-hr,3,Ragweed,Slight,2016/10/26 05:00:00+00
4116,44,Good,Ozone 8-hr,2,Ragweed,Slight,2016/10/25 05:00:00+00
4117,48,Good,PM2.5,3,Ragweed,Slight,2016/10/24 05:00:00+00
4118,43,Good,PM2.5,3,Ragweed,Slight,2016/10/23 05:00:00+00
4119,27,Good,PM2.5,2,Ragweed,Slight,2016/10/22 05:00:00+00
4120,36,Good,PM2.5,2,Ragweed,Slight,2016/10/21 05:00:00+00
4121,42,Good,PM2.5,0,Ragweed,Slight,2016/10/20 05:00:00+00
4122,38,Good,Ozone 8-hr,4,Ragweed,Slight,2016/10/19 05:00:00+00
4123,36,Good,Ozone 8-hr,4,Ragweed,Slight,2016/10/18 05:00:00+00
4124,39,Good,PM2.5,4,Ragweed,Slight,2016/10/17 05:00:00+00
4125,55,Moderate,PM2.5,4,Ragweed,Slight,2016/10/16 05:00:00+00
4126,40,Good,PM2.5,2,Ragweed,Slight,2016/10/15 05:00:00+00
4127,41,Good,PM2.5,3,Ragweed,Slight,2016/10/14 05:00:00+00
4128,51,Moderate,PM2.5,2,Elm, Grass,2016/10/13 05:00:00+00
4129,50,Good,Ozone 8-hr,4,Elm, Grass,2016/10/12 05:00:00+00
4130,40,Good,Ozone 8-hr,4,Elm, Grass,2016/10/11 05:00:00+00
4131,39,Good,Ozone 8-hr,4,Elm, Grass,2016/10/10 05:00:00+00
4132,37,Good,Ozone 8-hr,4,Elm, Grass,2016/10/09 05:00:00+00
4133,58,Moderate,Ozone 8-hr,5,Elm, Grass,2016/10/08 05:00:00+00
4134,51,Moderate,PM2.5,5,Elm, Grass,2016/10/07 05:00:00+00
4135,51,Moderate,PM2.5,5,Elm, Grass,2016/10/06 05:00:00+00
4136,52,Moderate,PM2.5,6,Elm, Grass,2016/10/05 05:00:00+00
4137,51,Moderate,PM2.5,6,Elm, Grass,2016/10/04 05:00:00+00
4138,52,Moderate,PM2.5,6,Elm, Grass,2016/10/03 05:00:00+00
4139,50,Good,PM2.5,6,Elm, Grass,2016/10/02 05:00:00+00
4140,24,Good,Ozone 8-hr,5,Elm, Grass,2016/10/01 05:00:00+00
4141,20,Good,PM2.5,5,Elm, Grass,2016/09/30 05:00:00+00
4142,43,Good,Ozone 8-hr,6,Elm, Grass,2016/09/29 05:00:00+00
4143,42,Good,Ozone 8-hr,7,Elm, Grass,2016/09/28 05:00:00+00
4144,23,Good,Ozone 8-hr,7,Elm, Grass,2016/09/27 05:00:00+00
4145,51,Moderate,Ozone 8-hr,5,Elm, Grass,2016/09/26 05:00:00+00
4146,77,Moderate,Ozone 8-hr,8,Elm, Grass,2016/09/25 05:00:00+00
4147,87,Moderate,Ozone 8-hr,8,Elm, Grass,2016/09/24 05:00:00+00
4148,61,Moderate,Ozone 8-hr,8,Elm, Grass,2016/09/23 05:00:00+00
4149,48,Good,Ozone 8-hr,8,Grass, Ragweed,2016/09/22 05:00:00+00
4150,46,Good,Ozone 8-hr,8,Grass, Ragweed,2016/09/21 05:00:00+00
4151,46,Good,PM2.5,8,Grass, Ragweed,2016/09/20 05:00:00+00
4152,38,Good,PM2.5,9,Grass, Ragweed,2016/09/19 05:00:00+00
4153,38,Good,PM2.5,9,Grass, Ragweed,2016/09/19 05:00:00+00
4154,40,Good,Ozone 8-hr,5,Grass, Ragweed,2016/09/18 05:00:00+00
4155,52,Moderate,PM2.5,9,Grass, Ragweed,2016/09/17 05:00:00+00
4156,61,Moderate,Ozone 8-hr,9,Grass, Ragweed,2016/09/16 05:00:00+00
4157,50,Good,Ozone 8-hr,10,Grass, Ragweed,2016/09/15 05:00:00+00
4158,55,Moderate,PM2.5,9,Grass, Ragweed,2016/09/14 05:00:00+00
4159,77,Moderate,Ozone 8-hr,9,Grass, Ragweed,2016/09/13 05:00:00+00
4160,33,Good,Ozone 8-hr,9,Grass, Ragweed,2016/09/12 05:00:00+00
4161,39,Good,PM2.5,10,Grass, Ragweed,2016/09/11 05:00:00+00
4162,54,Moderate,PM2.5,10,Grass, Ragweed,2016/09/10 05:00:00+00
4163,51,Moderate,PM2.5,10,Grass, Ragweed,2016/09/09 05:00:00+00
4164,51,Moderate,PM2.5,11,Grass, Ragweed,2016/09/08 05:00:00+00
4165,51,Moderate,PM2.5,10,Grass, Ragweed,2016/09/07 05:00:00+00
4166,49,Good,PM2.5,11,Grass, Ragweed,2016/09/06 05:00:00+00
4167,42,Good,PM2.5,11,Grass, Ragweed,2016/09/05 05:00:00+00
4168,44,Good,Ozone 8-hr,11,Grass, Ragweed,2016/09/04 05:00:00+00
4169,36,Good,Ozone 8-hr,11,Grass, Ragweed,2016/09/03 05:00:00+00
4170,51,Moderate,PM2.5,11,Grass, Ragweed,2016/09/02 05:00:00+00
4171,80,Moderate,PM2.5,10,Grass, Ragweed,2016/09/01 05:00:00+00
4172,76,Moderate,Ozone 8-hr,10,Grass, Ragweed,2016/08/31 05:00:00+00
4173,51,Moderate,PM2.5,10,Grass, Ragweed,2016/08/30 05:00:00+00
4174,43,Good,Ozone 8-hr,10,Grass, Ragweed,2016/08/29 05:00:00+00
4175,43,Good,Ozone 8-hr,10,Grass, Ragweed,2016/08/29 05:00:00+00
4176,47,Good,Ozone 8-hr,10,Grass, Ragweed,2016/08/28 05:00:00+00
4177,45,Good,PM2.5,10,Grass, Ragweed,2016/08/27 05:00:00+00
4178,52,Moderate,PM2.5,10,Grass, Ragweed,2016/08/26 05:00:00+00
4179,46,Good,PM2.5,9,Grass, Ragweed,2016/08/25 05:00:00+00
4180,48,Good,PM2.5,9,Grass, Ragweed,2016/08/24 05:00:00+00
4181,35,Good,Ozone 8-hr,8,Grass, Ragweed,2016/08/23 05:00:00+00
4182,34,Good,PM2.5,8,Grass, Ragweed,2016/08/22 05:00:00+00
4183,23,Good,PM2.5,5,Grass, Ragweed,2016/08/21 05:00:00+00
4184,24,Good,Ozone 8-hr,0,Grass,Slight,2016/08/20 05:00:00+00
4185,23,Good,Ozone 8-hr,3,Grass,Slight,2016/08/19 05:00:00+00
4186,27,Good,Ozone 8-hr,3,Grass,Slight,2016/08/18 05:00:00+00
4187,24,Good,Ozone 8-hr,1,Grass,Slight,2016/08/17 05:00:00+00
4188,32,Good,Ozone 8-hr,6,Grass,Moderate,2016/08/16 05:00:00+00
4189,28,Good,PM2.5,6,Grass,Moderate,2016/08/15 05:00:00+00
4190,28,Good,Ozone 8-hr,5,Grass,Slight,2016/08/14 05:00:00+00
4191,30,Good,PM2.5,6,Grass,Moderate,2016/08/13 05:00:00+00
4192,35,Good,Ozone 8-hr,6,Grass,Moderate,2016/08/12 05:00:00+00
4193,32,Good,Ozone 8-hr,4,Grass,Slight,2016/08/11 05:00:00+00
4194,41,Good,PM2.5,5,Grass,Slight,2016/08/10 05:00:00+00
4195,54,Moderate,Ozone 8-hr,3,Grass,Slight,2016/08/09 05:00:00+00
4196,47,Good,PM2.5,5,Grass,Slight,2016/08/08 05:00:00+00
4197,50,Good,Ozone 8-hr,3,Grass,Slight,2016/08/07 05:00:00+00
4198,53,Moderate,PM2.5,4,Grass,Slight,2016/08/06 05:00:00+00
4199,47,Good,Ozone 8-hr,5,Grass,Slight,2016/08/05 05:00:00+00
4200,52,Moderate,PM2.5,4,Grass,Slight,2016/08/04 05:00:00+00
4201,49,Good,Ozone 8-hr,5,Grass,Slight,2016/08/03 05:00:00+00
4202,50,Good,Ozone 8-hr,4,Grass,Slight,2016/08/02 05:00:00+00
4203,46,Good,Ozone 8-hr,4,Grass,Slight,2016/08/01 05:00:00+00
4204,49,Good,PM2.5,4,Grass,Slight,2016/07/31 05:00:00+00
4205,48,Good,PM2.5,4,Grass,Slight,2016/07/30 05:00:00+00
4206,31,Good,Ozone 8-hr,3,Grass, Ragweed,2016/07/29 05:00:00+00
4207,41,Good,Ozone 8-hr,1,Grass, Ragweed,2016/07/28 05:00:00+00
4208,53,Moderate,PM2.5,2,Grass, Ragweed,2016/07/27 05:00:00+00
4209,53,Moderate,PM2.5,4,Grass, Ragweed,2016/07/26 05:00:00+00
4210,49,Good,PM2.5,3,Grass, Ragweed,2016/07/25 05:00:00+00
4211,56,Moderate,PM2.5,3,Grass, Ragweed,2016/07/24 05:00:00+00
4212,74,Moderate,Ozone 8-hr,3,Grass, Ragweed,2016/07/23 05:00:00+00
4213,64,Moderate,Ozone 8-hr,4,Grass, Ragweed,2016/07/22 05:00:00+00
4214,55,Moderate,PM2.5,3,Grass,Slight,2016/07/21 05:00:00+00
4215,57,Moderate,PM2.5,4,Grass,Slight,2016/07/20 05:00:00+00
4216,54,Moderate,PM2.5,3,Grass,Slight,2016/07/19 05:00:00+00
4217,46,Good,Ozone 8-hr,3,Grass,Slight,2016/07/18 05:00:00+00
4218,48,Good,Ozone 8-hr,3,Grass,Slight,2016/07/17 05:00:00+00
4219,74,Moderate,Ozone 8-hr,3,Grass,Slight,2016/07/16 05:00:00+00
4220,30,Good,Ozone 8-hr,2,Grass,Slight,2016/07/15 05:00:00+00
4221,47,Good,PM2.5,2,Grass,Slight,2016/07/14 05:00:00+00
4222,61,Moderate,PM2.5,3,Grass,Slight,2016/07/13 05:00:00+00
4223,38,Good,PM2.5,0,Grass,Slight,2016/07/12 05:00:00+00
4224,51,Moderate,PM2.5,3,Grass,Slight,2016/07/11 05:00:00+00
4225,44,Good,Ozone 8-hr,3,Grass,Slight,2016/07/10 05:00:00+00
4226,43,Good,PM2.5,2,Grass,Slight,2016/07/09 05:00:00+00
4227,34,Good,PM2.5,4,Grass,Slight,2016/07/08 05:00:00+00
4228,33,Good,PM2.5,0,Grass,Slight,2016/07/07 05:00:00+00
4229,38,Good,PM2.5,3,Grass,Slight,2016/07/06 05:00:00+00
4230,60,Moderate,PM2.5,0,Grass,Slight,2016/07/05 05:00:00+00
4231,58,Moderate,PM2.5,2,Grass,Slight,2016/07/04 05:00:00+00
4232,77,Moderate,Ozone 8-hr,3,Grass,Slight,2016/07/03 05:00:00+00
4233,56,Moderate,PM2.5,3,Grass,Slight,2016/07/02 05:00:00+00
4234,84,Moderate,Ozone 8-hr,3,Grass,Slight,2016/07/01 05:00:00+00
4235,46,Good,Ozone 8-hr,3,Grass,Slight,2016/06/30 05:00:00+00
4236,58,Moderate,Ozone 8-hr,4,Grass,Slight,2016/06/29 05:00:00+00
4237,37,Good,PM2.5,3,Grass,Slight,2016/06/28 05:00:00+00
4238,51,Moderate,Ozone 8-hr,0,Grass,Slight,2016/06/27 05:00:00+00
4239,125,Unhealthy for Sensitive Groups,Ozone 8-hr,3,Grass,Slight,2016/06/26 05:00:00+00
4240,44,Good,Ozone 8-hr,3,Grass,Slight,2016/06/25 05:00:00+00
4241,52,Moderate,PM2.5,3,Grass,Slight,2016/06/24 05:00:00+00
4242,44,Good,PM2.5,4,Grass, Poplar,2016/06/23 05:00:00+00
4243,44,Good,PM2.5,4,Grass, Poplar,2016/06/22 05:00:00+00
4244,49,Good,Ozone 8-hr,3,Grass, Poplar,2016/06/21 05:00:00+00
4245,50,Good,Ozone 8-hr,4,Grass, Poplar,2016/06/20 05:00:00+00
4246,56,Moderate,PM2.5,4,Grass, Poplar,2016/06/19 05:00:00+00
4247,50,Good,Ozone 8-hr,4,Grass, Poplar,2016/06/18 05:00:00+00
4248,51,Moderate,Ozone 8-hr,4,Grass, Poplar,2016/06/17 05:00:00+00
4249,35,Good,Ozone 8-hr,4,Grass, Juniper,2016/06/16 05:00:00+00
4250,42,Good,PM2.5,2,Grass, Juniper,2016/06/15 05:00:00+00
4251,93,Moderate,Ozone 8-hr,4,Grass, Juniper,2016/06/14 05:00:00+00
4252,64,Moderate,PM2.5,5,Grass, Juniper,2016/06/13 05:00:00+00
4253,77,Moderate,Ozone 8-hr,5,Grass, Juniper,2016/06/12 05:00:00+00
4254,122,Unhealthy for Sensitive Groups,Ozone 8-hr,5,Grass, Juniper,2016/06/11 05:00:00+00
4255,,Not on file,,,,Not on file,2016/06/10 05:00:00+00
4256,87,Moderate,Ozone 8-hr,5,Grass, Juniper,2016/06/10 05:00:00+00
4257,51,Moderate,Ozone 8-hr,5,Grass, Maple,2016/06/09 05:00:00+00
4258,44,Good,PM2.5,5,Grass, Maple,2016/06/08 05:00:00+00
4259,50,Good,Ozone 8-hr,6,Grass, Maple,2016/06/07 05:00:00+00
4260,,Not on file,,,,Not on file,2016/06/07 05:00:00+00
4261,47,Good,PM2.5,6,Grass, Maple,2016/06/06 05:00:00+00
4262,46,Good,PM2.5,1,Grass, Maple,2016/06/05 05:00:00+00
4263,55,Moderate,PM2.5,1,Grass, Maple,2016/06/04 05:00:00+00
4264,49,Good,Ozone 8-hr,2,Grass, Maple,2016/06/03 05:00:00+00
4265,54,Moderate,PM2.5,4,Grass, Juniper,2016/06/02 05:00:00+00
4266,77,Moderate,Ozone 8-hr,2,Grass, Juniper,2016/06/01 05:00:00+00
4267,58,Moderate,Ozone 8-hr,2,Grass, Juniper,2016/05/31 05:00:00+00
4268,56,Moderate,PM2.5,7,Grass, Juniper,2016/05/30 05:00:00+00
4269,55,Moderate,PM2.5,7,Grass, Juniper,2016/05/29 05:00:00+00
4270,52,Moderate,PM2.5,6,Grass, Juniper,2016/05/28 05:00:00+00
4271,41,Good,Ozone 8-hr,2,Grass, Juniper,2016/05/27 05:00:00+00
4272,54,Moderate,PM2.5,2,Grass, Maple,2016/05/26 05:00:00+00
4273,77,Moderate,Ozone 8-hr,7,Grass, Maple,2016/05/25 05:00:00+00
4274,84,Moderate,Ozone 8-hr,6,Grass, Maple,2016/05/24 05:00:00+00
4275,61,Moderate,Ozone 8-hr,6,Grass, Maple,2016/05/23 05:00:00+00
4276,39,Good,Ozone 8-hr,6,Grass, Maple,2016/05/22 05:00:00+00
4277,33,Good,PM2.5,5,Grass, Maple,2016/05/21 05:00:00+00
4278,46,Good,Ozone 8-hr,1,Grass, Maple,2016/05/20 05:00:00+00
4279,30,Good,PM2.5,7,Hickory, Sweet Gum,2016/05/19 05:00:00+00
4280,38,Good,PM2.5,5,Hickory, Sweet Gum,2016/05/18 05:00:00+00
4281,39,Good,Ozone 8-hr,2,Hickory, Sweet Gum,2016/05/17 05:00:00+00
4282,40,Good,Ozone 8-hr,4,Hickory, Sweet Gum,2016/05/16 05:00:00+00
4283,32,Good,Ozone 8-hr,7,Hickory, Sweet Gum,2016/05/15 05:00:00+00
4284,44,Good,Ozone 8-hr,8,Hickory, Sweet Gum,2016/05/14 05:00:00+00
4285,35,Good,PM2.5,7,Hickory, Sweet Gum,2016/05/13 05:00:00+00
4286,64,Moderate,PM2.5,6,Maple, Mulberry,2016/05/12 05:00:00+00
4287,52,Moderate,PM2.5,5,Maple, Mulberry,2016/05/11 05:00:00+00
4288,53,Moderate,PM2.5,8,Maple, Mulberry,2016/05/10 05:00:00+00
4289,48,Good,Ozone 8-hr,8,Maple, Mulberry,2016/05/09 05:00:00+00
4290,48,Good,Ozone 8-hr,8,Maple, Mulberry,2016/05/08 05:00:00+00
4291,47,Good,Ozone 8-hr,8,Maple, Mulberry,2016/05/07 05:00:00+00
4292,29,Good,Ozone 8-hr,8,Maple, Mulberry,2016/05/06 05:00:00+00
4293,36,Good,Ozone 8-hr,7,Birch, Maple,2016/05/05 05:00:00+00
4294,35,Good,Ozone 8-hr,6,Birch, Maple,2016/05/04 05:00:00+00
4295,27,Good,PM2.5,8,Birch, Maple,2016/05/03 05:00:00+00
4296,37,Good,Ozone 8-hr,4,Birch, Maple,2016/05/02 05:00:00+00
4297,48,Good,PM2.5,8,Birch, Maple,2016/05/01 05:00:00+00
4298,40,Good,Ozone 8-hr,,,Not on file,2016/04/30 05:00:00+00
